q,h(q)
-5.0,0.7226275268512905
-4.5,0.71401426182921
-4.0,0.7052558861896608
-3.5,0.6965920287009032
-3.0,0.6883232980721017
-2.5,0.6807416071823902
-2.0,0.673972458447948
-1.5,0.6677694890684507
-1.0,0.6614318847234535
-0.5,0.6539971235085515
0.0,0.6445957208647474
0.5,0.6327198222814424
1.0,0.6183121311660081
1.5,0.6017141069484234
2.0,0.5835363893650847
2.5,0.5645072545489592
3.0,0.545337810253414
3.5,0.5266262191788332
4.0,0.5088096216890474
4.5,0.4921590999812602
5.0,0.47680349142814626
