f_alpha,alpha,f_alpha_shuf,alpha_shuf,f_alpha_surrogate,alpha_surrogate
0.8061764224871482,0.5793482578852472,0.8068923481884482,0.62458590862996,0.8934211293788952,0.5102391956840077
0.8546135851677858,0.5663743523761046,0.850782113942476,0.6129080632886822,0.9204196225548928,0.503001139020424
0.8978017601597539,0.5530901646919696,0.888444760965938,0.6013130234320295,0.9447120957911366,0.4955274220892282
0.9323552547990823,0.5405379148078752,0.9212783054323741,0.5893680328256712,0.9640667788610018,0.4884940763097697
0.9586834780085485,0.5288591865087998,0.9488154928377988,0.5771247262042893,0.9786810509659798,0.4820082798210441
0.9776010962229809,0.518083488747658,0.9707155433726818,0.5646061992929493,0.9889725983874142,0.47614265167072256
0.9901839132590986,0.5080619439086336,0.9867233548309376,0.5517938037356652,0.9955195576458842,0.47092818027477834
0.997483393165064,0.498368013158616,0.9965976071492304,0.5386113687405475,0.9989790443243837,0.46635251959278223
1.0,0.48817942982798784,1.0,0.5249075871635243,1.0,0.46236391521819736
0.9968766639755965,0.4761938667112092,0.9963412697784252,0.5104398498098457,0.9991469221916612,0.4588799032251416
0.9850042430808468,0.46069032881122046,0.9845953150326445,0.49486798130986964,0.9968472968575666,0.45579890084240876
0.9586939765595216,0.4399074328805442,0.9631330369202744,0.4777746498991561,0.9933682969650477,0.4530122203427509
0.9110495490321573,0.41285262760623964,0.9297009811383916,0.45873783992209843,0.9888200418375925,0.45041420133254856
0.8377150683225048,0.3802931964279044,0.8817512640788225,0.43747837620176677,0.9831767946157413,0.4479090840050804
0.7413044574759158,0.34513041651373366,0.8173122717727985,0.4140716421964471,0.9763061806106659,0.4454145277558262
0.6324045745234814,0.3114359555076973,0.7363104419088022,0.38913936036020647,0.9679994333796038,0.4428627005255701
0.5165201362362932,0.28048450824601723,0.6468044573900542,0.36514298774150145,0.9582226188677279,0.44025583111651745
