Ticker,DeltaAlpha,BootMean,BootStd,CI_low,CI_high
^GSPC,0.26395856343329993,0.2492329868572843,0.0519072063661442,0.15933436535700352,0.3625874896775262
^RUT,0.3965960420984304,0.18704565136159867,0.03196777298721068,0.12812077791396548,0.24314763144201126
