f_alpha,alpha,f_alpha_shuf,alpha_shuf,f_alpha_surrogate,alpha_surrogate
0.6985610131489608,0.6244941581001612,0.7561181016615812,0.6499088887607578,0.9328163767964543,0.49747968386694785
0.778466039083761,0.6030098604529461,0.817838349151073,0.6333632908099138,0.9495750608678551,0.49299141530727775
0.8509523708666348,0.5807325494591022,0.872411566605304,0.6165975531295748,0.9645081873187447,0.4883980607313388
0.9056124288709588,0.5609086238184379,0.914957372151679,0.6011576633929953,0.9765229888140041,0.48403155957298727
0.9445340398992292,0.543680975084386,0.9472042375547471,0.5868591360982378,0.9857736024437458,0.4799243334926215
0.9707948546795713,0.5287572022219145,0.9707928066939477,0.5734131338463885,0.9924665619764603,0.4761064477252185
0.9874420091884135,0.5155259212587299,0.987015738648444,0.5604645414244774,0.9968628880725697,0.47260005196479593
0.9968170850311069,0.5030949444678283,0.996685997001887,0.5475854162870237,0.9992671189970875,0.4694128057879201
1.0,0.4902362705715712,1.0,0.5342242680804693,1.0,0.4665314160257157
0.9960992932780679,0.4752549549354502,0.9962627861718312,0.5196111083242525,0.9993555860812595,0.46391682446891613
0.9812495207672116,0.4558829644510542,0.9833445116131794,0.5026199243809732,0.9975489495972221,0.4615027099479756
0.9478153498542794,0.4295161223827124,0.9567900789230488,0.4816234335424687,0.9946658964547277,0.4591985328734378
0.8857029869336963,0.39429175930814825,0.9088366067144413,0.45448930675748067,0.9906284378098209,0.45689726656887625
0.7881391850467594,0.350987309898654,0.8285675099093175,0.4190662032361069,0.9851870657509106,0.4544865376564388
0.65988134830214,0.30416965154949493,0.7056130696732539,0.3745128282101688,0.9779434161520211,0.45186078356811854
0.5189611296725015,0.26050099734375987,0.5382741290893976,0.3230078629441566,0.9683979712064826,0.44893182873354814
0.3706682130619381,0.2209411095038581,0.36065141789209676,0.27511275162933807,0.9575117092534153,0.4460111480449333
