f_alpha,alpha,f_alpha_shuf,alpha_shuf,f_alpha_surrogate,alpha_surrogate
0.8578646011391358,0.5784284727016019,0.875305664601824,0.615632853797402,0.956408860817366,0.4935192931659203
0.9056124288709588,0.5609086238184379,0.9149573721516754,0.6011576633929967,0.9713058281919774,0.4880448522069939
0.9445340398992292,0.543680975084386,0.9472042375547458,0.5868591360982385,0.9835794814773176,0.48260810521043324
0.9707948546795713,0.5287572022219145,0.9707928066939477,0.5734131338463881,0.9917693654462203,0.477949143555634
0.9874420091884135,0.5155259212587299,0.9870157386484447,0.5604645414244768,0.9967493541030858,0.47399043204432634
0.9968170850311069,0.5030949444678283,0.9966859970018869,0.5475854162870242,0.9992796441960775,0.4706521195640451
1.0,0.4902362705715712,1.0,0.5342242680804693,1.0,0.4678583629317221
0.9960992932780679,0.4752549549354502,0.9962627861718312,0.5196111083242524,0.9994378268183967,0.46553892222657894
0.9812495207672116,0.4558829644510542,0.9833445116131794,0.5026199243809731,0.9980183844718341,0.46362805467714296
0.9478153498542794,0.4295161223827124,0.956790078923049,0.4816234335424689,0.9960710131422779,0.4620623284898049
0.8857029869336963,0.39429175930814825,0.9088366067144413,0.45448930675748067,0.993830043450523,0.46077847554936047
0.7881391850467594,0.350987309898654,0.8285675099093175,0.4190662032361069,0.9914320571411923,0.45971198678072733
0.6725961922389649,0.30840793286176993,0.7300469028406771,0.3826574392659765,0.9883615427639083,0.45861309722132587
