,Price,Alpha Width,Critical Value
1988-06-06,4.9710624681773,0.8083355337918952,0.7488756493210059
1988-06-07,4.971270617130161,0.9162031438108136,0.6966561694943564
1988-06-08,4.981755565227957,0.9430552369533136,0.7548492668172316
1988-06-09,4.987366687980906,0.921647839969842,0.7637077724295257
1988-06-10,4.991044619434185,0.7848411923125573,0.7699454818100108
1988-06-13,4.992607141293255,0.7840745463020846,0.6984276844333824
1988-06-14,4.996468750051613,0.9174738003094611,0.6611291979313404
1988-06-15,4.998090299556982,0.9542510176613801,0.6690148703540386
1988-06-16,4.992946398092156,0.9065712712008666,0.6033980882116006
1988-06-17,4.9914524332012915,0.9211981671342484,0.5902633267869997
1988-06-20,4.992063945818372,0.9897623195747679,0.6075575469475686
1988-06-21,4.994573664683799,1.1433545141106312,0.5830406148977346
1988-06-22,5.001460029012936,1.248661937258751,0.585679713774894
1988-06-23,5.003610658670819,1.164889504476049,0.5512525902813402
1988-06-24,5.005488711313336,0.9437681166003775,0.5394086216267321
1988-06-27,5.00219985220647,0.8399348823181405,0.5811643650870383
1988-06-28,5.0072295377074525,0.8206168490192844,0.6287812359917889
1988-06-29,5.0076976337849874,0.8918981949711146,0.7017560889028583
1988-06-30,5.019264640964553,0.8452547783518796,0.706579653935669
1988-07-01,5.017478484495729,0.6208537197297442,0.7679733289579473
1988-07-06,5.017346023411537,0.5821920782190779,0.6956032459616229
1988-07-07,5.018272680844946,0.7055468596954236,0.7748941869331053
1988-07-08,5.018338902707997,0.7557111956269374,0.8178172317327085
1988-07-11,5.01800805246479,0.6526390478148201,0.8178178137852334
1988-07-12,5.015490128477311,0.5087495873727869,0.799426914088264
1988-07-13,5.0151583342160695,0.6253358841893331,0.8305180977213564
1988-07-14,5.018272680844946,0.6954304038022914,0.8410627549539806
1988-07-15,5.020057420582606,0.836524802821399,0.7584908763131973
1988-07-18,5.020057420582606,0.781974624706889,0.8777204324466583
1988-07-19,5.015224762631577,0.8032130509418949,0.7500077403505304
1988-07-20,5.017941909672575,0.7648386187429016,0.8442016527807127
1988-07-21,5.013032422755245,0.568284487669066,0.7185896655363674
1988-07-22,5.007430191721818,0.5151958602841548,0.724248098619574
1988-07-25,5.006894990817566,0.4940960107120378,0.7284633861348123
1988-07-26,5.008031912305758,0.3965262966116303,0.7256148893142798
1988-07-27,5.002401517887717,0.48052510833858697,0.7612877400251155
1988-07-28,5.003677858600367,0.5172304630848216,0.7674512440017918
1988-07-29,5.009901687670508,0.6556801531789963,0.754662260072091
1988-08-01,5.01396308418893,0.6050965649868196,0.7455852116669831
1988-08-02,5.01482653113066,0.6012202299204454,0.7447353922778503
1988-08-03,5.015092002660448,0.6121926780361994,0.738401519366266
1988-08-04,5.0149592250617685,0.5855600693984567,0.761080776071548
1988-08-05,5.012699811902661,0.6433101931801445,0.7457960212505907
1988-08-08,5.011368362738113,0.6055807369534647,0.6951791606948214
1988-08-09,5.00347634771884,0.49270068534496414,0.7952809963168449
1988-08-10,4.989479756179474,0.6914220205071313,0.6787182173586426
1988-08-11,4.988253293269809,0.7437453716802265,0.6684925484978052
1988-08-12,4.990092372097605,0.7359813597016871,0.660076321436912
1988-08-15,4.979213428286812,0.629638750644805,0.6555360439280166
1988-08-16,4.980657120890635,0.6954622505856043,0.6137384599994172
1988-08-17,4.979351037643037,0.7331981915671129,0.6100737784549052
1988-08-18,4.980176086611547,0.7090527596884322,0.5779552716435444
1988-08-19,4.981412385143275,0.6225227673993727,0.5633745304114097
1988-08-22,4.971617188997305,0.6136371122456471,0.579557433317601
1988-08-23,4.969813299576001,0.5262567851491947,0.5403677672190114
1988-08-24,4.9763888343137985,0.6107448092178677,0.5521153869056404
1988-08-25,4.971478616978561,0.6433278377946763,0.6001936969535867
1988-08-26,4.972933405785502,0.6799696336593075,0.5958817377735999
1988-08-29,4.975974829620114,0.6358302082769891,0.6002612282821762
1988-08-30,4.97769878964473,0.5684133075553117,0.5918117518825382
1988-08-31,4.981824249933669,0.5445022983780412,0.6074307349246869
1988-09-01,4.973694629395441,0.5346899626176802,0.6934064560706726
1988-09-02,4.980038590750758,0.5345724171008807,0.6206377452641048
1988-09-07,4.984086009004559,0.5330338895221589,0.609429363876152
1988-09-08,4.9880487538038505,0.49728459348807663,0.6026210639705182
1988-09-09,4.99199596085836,0.6696333782930972,0.5971842081666119
1988-09-12,4.992131822531696,0.773034118315945,0.6179448347879258
1988-09-13,4.99301431846962,0.7831455842688089,0.6416676246840642
1988-09-14,4.995995366904966,0.7042761314413366,0.6290352016370021
1988-09-15,4.995454009281883,0.6835155306009226,0.6092353548562828
1988-09-16,4.997414947679078,0.7366373939629993,0.6140176869259131
1988-09-19,4.996198287580295,0.6153988694415917,0.6516045367121194
1988-09-20,4.996874358219265,0.5903201855222312,0.6168049752946482
1988-09-21,4.996062977299217,0.7731154645868012,0.6418152513231766
1988-09-22,4.994641371265002,0.7614041592205509,0.6668235649838368
1988-09-23,4.996062977299217,0.9705205423184797,0.6533888589140198
1988-09-26,4.991316582896918,0.8573656415978752,0.6547326256890714
1988-09-27,4.988934858800367,0.8751491923487205,0.6768482615232687
1988-09-28,4.990364594624901,0.7799880406557215,0.6827221657805888
1988-09-29,4.997212273764115,0.6209145984866049,0.693666520557753
1988-09-30,5.004550125877229,0.5035448325260072,0.6900062830072595
1988-10-03,4.995860029161989,0.5429788036115906,0.7253079958266686
1988-10-04,4.995657039828454,0.5901032197519436,0.7310875465192996
1988-10-05,4.9977526806305494,0.5652708858998271,0.7502895078517913
1988-10-06,4.998900037877835,0.3946566570861846,0.7804458151890918
1988-10-07,5.001258173357114,0.4635445246199489,0.7470728907003864
1988-10-10,5.001325428877547,0.3387498089471833,0.7408990163828063
1988-10-11,5.000584958242754,0.3918998436624481,0.7632051568658522
1988-10-12,4.996874358219265,0.34661191447116513,0.782739757467143
1988-10-13,4.997009558764109,0.35856569665799587,0.7696360854555052
1988-10-14,4.998562692269829,0.39339994220772767,0.7590377317485075
1988-10-17,4.998225232821358,0.3277381635639931,0.7698512053968288
1988-10-18,5.001998145847973,0.3707779161587895,0.944481549746128
1988-10-19,5.001325428877547,0.3550412032079606,0.9682656590007773
1988-10-20,5.004952470038761,0.350975353468848,0.9691537670385743
1988-10-21,5.003610658670819,0.34288735193942577,0.9854373227801673
1988-10-24,5.0016618439312746,0.17716192932944985,1.0152028605670032
1988-10-25,5.00024818065229,0.14721874226062392,1.014970352149506
1988-10-26,4.998157768465044,0.12865363538051644,1.0349160829599755
1988-10-27,4.988185152774483,0.15123731552259434,1.053379723949655
1988-10-28,4.991588368734256,0.2253625168659874,1.023604248578414
1988-10-31,4.992131822531696,0.23174268367480855,1.0221841075557354
1988-11-01,4.991860184377333,0.25325295293987204,1.008370608112474
1988-11-02,4.990228492624391,0.18941417503370195,1.035105048953936
1988-11-03,4.991316582896918,0.17637084271760328,1.0101938793495748
1988-11-04,4.985317486111966,0.3566615629718507,1.037022789734625
1988-11-07,4.975077160748842,0.2879021818663945,1.0772272632203754
1988-11-08,4.978594109295275,0.239055719192658,1.05388403965485
1988-11-09,4.975353501027291,0.18835335053770086,1.0726592275235551
1988-11-10,4.976802667678526,0.14223911515959986,1.045659484189366
1988-11-11,4.967518990277763,0.19238290701313343,1.0599864328051627
1988-11-14,4.962215087118987,0.2220395130629882,1.0831554182314094
1988-11-15,4.962844630259907,0.2580054511596963,1.0693556294373352
1988-11-16,4.950956041317702,0.2845907422066879,1.0625574641220363
1988-11-17,4.9467010825143785,0.2908747658594668,1.0317114137507148
1988-11-18,4.947766493650301,0.39971129794367044,1.0052103293766386
1988-11-21,4.941285194155404,0.3139354326272028,1.0305101757735886
1988-11-22,4.940713384881564,0.3678765946612157,0.9284022310463753
1988-11-23,4.944566740208093,0.3610635358696781,0.9725565074403718
1988-11-28,4.942285047066903,0.2723289325715792,0.918666629797475
1988-11-29,4.946274491540802,0.3199343538846764,0.9112702932293658
1988-11-30,4.955897438975391,0.44563972502461235,0.8366766883406179
1988-12-01,4.959762946597034,0.4918795930906599,0.945552337066381
1988-12-02,4.96123497372661,0.5710731625485259,0.9029711912938226
1988-12-05,4.965986521153356,0.4742384719923046,0.9138887423482512
1988-12-06,4.969327019387211,0.597260797167173,0.9316865782512819
1988-12-07,4.969882703464966,0.4906382081981615,0.8959633628415248
1988-12-08,4.96807567967746,0.300407810013272,0.8676502378334682
1988-12-09,4.968840608681887,0.27822547069034764,0.9281205846256625
1988-12-12,4.965986521153356,0.3007373782669468,0.9124740558297879
1988-12-13,4.964032722582862,0.38828634941428286,0.8839051631124873
1988-12-14,4.964102528814114,0.41774495306063175,0.8732764905739343
1988-12-15,4.964032722582862,0.3769432157532523,0.8588817830594501
1988-12-16,4.9721716022727165,0.381601709706056,0.8701735973677489
1988-12-19,4.973487090014731,0.3606886630321252,0.8627743401168652
1988-12-20,4.973141060097379,0.538572337231912,0.8752249030890842
1988-12-21,4.971201203687479,0.40265023768108754,0.8570866746069365
1988-12-22,4.9733486712978925,0.3985992792231938,0.8751210924368799
1988-12-23,4.975905847277618,0.43187488538728347,0.8619601008044844
1988-12-28,4.976043807204375,0.31901946124732017,0.7118066345895131
1988-12-29,4.98154969225567,0.38556243433917836,0.7270957253049445
1988-12-30,4.992946398092156,0.49260782297626693,0.7888913438010297
1989-01-04,4.999843938904877,0.42051374725323776,0.8669383481783001
1989-01-05,5.002267044425739,0.35607940756329626,0.7646477716390196
1989-01-06,5.009501330275934,0.2362885856389545,0.8294735575213242
1989-01-09,5.007965106339277,0.3426954078588258,0.8148499241891588
1989-01-10,5.005488711313336,0.2505530914287052,0.7912730765713267
1989-01-11,5.005756775267517,0.24161724895610726,0.7944280976043273
1989-01-12,5.009367808232606,0.14760895461997747,0.787892953503314
1989-01-13,5.010168469655889,0.04003232537142298,0.810944684766694
1989-01-16,5.010301884843182,0.052792658451258245,0.794313510598822
1989-01-17,5.008633271039758,0.1526787223668704,0.7907861075889278
1989-01-18,5.016153386920018,0.15313695809689354,0.8769572062957127
1989-01-19,5.019198480379274,0.31019516258924473,0.8978024751288155
1989-01-20,5.019925300689506,0.2864467109226232,0.8951940766987546
1989-01-23,5.016948635935837,0.37844382074817295,0.9142832476476699
1989-01-24,5.020189523022345,0.2814481849381252,0.9292945542893672
1989-01-25,5.022432095933184,0.2687171927752252,0.9045869074119001
1989-01-26,5.027295763001826,0.2943612428711494,0.9085743415345052
1989-01-27,5.029914896854273,0.20694104740390717,0.9179785986964224
1989-01-30,5.030568659724637,0.18731660011443863,0.919269218127535
1989-01-31,5.03597814143991,0.22629326802826344,0.9520987057454934
1989-02-01,5.039417127150237,0.1982710904479399,0.9695558501785461
1989-02-02,5.043037960960864,0.16268409320469568,0.9983613858088914
1989-02-03,5.047866866382784,0.12810270481398067,1.1625704554313547
1989-02-06,5.047160080547845,0.09554339683848767,1.114248728307363
1989-02-07,5.055226154074798,0.20555720655699572,1.1627139530220236
1989-02-08,5.056245805348308,0.32185538150354176,1.1660181009913806
1989-02-09,5.053439307493759,0.3081132928514537,1.1317385166689085
1989-02-10,5.04387667510775,0.25001608531431263,1.1787392851086336
1989-02-13,5.041487737852079,0.33479247993520966,1.021259990941235
1989-02-14,5.043296048767982,0.40186145517942073,1.0161503253554205
1989-02-15,5.0470314935932405,0.2887992737280787,1.0116517988646807
1989-02-16,5.051713212896349,0.24695507915157844,0.9879435178080681
1989-02-17,5.056691612485224,0.2928204110819217,1.020481693295801
1989-02-22,5.045938081870774,0.23684555130025753,0.9919757757480809
1989-02-23,5.046066809491701,0.16771351623896624,0.9675338380418012
1989-02-24,5.038574662785497,0.2638085980422611,0.9936336921034192
1989-02-27,5.036692872023411,0.3659561990852418,1.010354249657363
1989-02-28,5.04058235466836,0.2961354582785847,1.0022841964513711
1989-03-01,5.0412938032115875,0.3045183252492406,1.0237652033247462
1989-03-02,5.047802571391068,0.42555920001154857,0.9643576583398302
1989-03-03,5.051905235148481,0.4739236583128553,0.9719182256725215
1989-03-06,5.0577733354885615,0.5988395393604953,0.9650100473968726
1989-03-07,5.0596159085688575,0.5728461466732291,0.9603016762305241
1989-03-08,5.061961882607285,0.4954973176516756,0.9661689443282652
1989-03-09,5.061328427751177,0.41122802142260007,0.9688104609991698
1989-03-10,5.061011501421323,0.3738452780282381,0.9743794173128054
1989-03-13,5.062468415691957,0.2977807833467151,0.9815401840573015
1989-03-14,5.060884683412202,0.20592795814965936,0.9861961174739079
1989-03-15,5.064681474078142,0.3208158647713394,0.977379415107919
1989-03-16,5.070538052337498,0.3358110726175344,0.9604116744750176
1989-03-17,5.054397006377745,0.25409931986684375,1.0298043282137075
1989-03-20,5.045358749805367,0.34330398499734216,1.0529183331285399
1989-03-21,5.05088114611579,0.45109572937032383,0.9880353649092131
1989-03-22,5.050048288629576,0.3685161444305105,0.991133580744398
1989-03-23,5.049920072548824,0.3202928857681182,0.962387385151026
1989-03-28,5.053503241102627,0.3914009357006468,0.922749660899982
1989-03-29,5.054971127379049,0.3509503666681659,0.9281626630185511
1989-03-30,5.054715938289557,0.2447188234855051,0.9806733045900974
1989-03-31,5.061961882607285,0.3446805903161314,0.9873787575972403
1989-04-03,5.064428751282666,0.35212179478027494,0.9185434011751165
1989-04-04,5.062405149308442,0.3733319999484489,0.927539533372917
1989-04-05,5.065880795274422,0.3486016620269953,0.9171317983395375
1989-04-06,5.065123440848029,0.3903749596489666,0.9282042338178758
1989-04-07,5.070600902088961,0.350546117581897,0.9077262674290761
1989-04-10,5.071793149178118,0.27543777889572874,0.8998966122790424
1989-04-11,5.077234202621283,0.29685933643912366,0.8723259376488562
1989-04-12,5.082707904534623,0.16782022018115883,0.8318840320908568
1989-04-13,5.078480833387117,0.1056129075094775,0.8470473529378278
1989-04-14,5.085309802631532,0.05445912677931097,0.8239762002036036
1989-04-17,5.084195478302099,0.0642688129820832,0.8214123318025652
1989-04-18,5.089384816958222,0.12729897100264131,0.8201310038902182
1989-04-19,5.090431858949085,0.22815002860946887,0.8222555247488929
1989-04-20,5.091231672083881,0.39198560257130244,0.8170926244019882
1989-04-21,5.095650220139131,0.3087440584413569,0.8064486607470379
1989-04-24,5.095527719998,0.23053905595522606,0.7941667944173609
1989-04-25,5.095466511025456,0.247209273694729,0.7880618300261063
1989-04-26,5.097424461476199,0.22808835201449196,0.7780437620289705
1989-04-27,5.101572281657733,0.3212540424491692,0.7232414000516996
1989-04-28,5.104004152426243,0.32291274167687645,0.7270084593896842
1989-05-01,5.101694043617524,0.3587552286427891,0.7384695539771416
1989-05-02,5.103214493935431,0.338581981152568,0.7314135454007309
1989-05-03,5.104611243479366,0.4259631363981946,0.7228266991597592
1989-05-04,5.10697523544712,0.6141052920173085,0.7249776665435549
1989-05-05,5.110299624575259,0.614543889006513,0.8002593441866628
1989-05-08,5.1073384168052405,0.6391873201426354,0.6691568475852371
1989-05-09,5.107822484296267,0.6814314626151561,0.6843243117491205
1989-05-10,5.109816754992559,0.7192115667935264,0.666680550806992
1989-05-11,5.1122889662013025,0.8303304088747107,0.6697002549183833
1989-05-12,5.1187120880309065,0.7718944245021283,0.6093621426664088
1989-05-15,5.119908190347716,0.7043021699833906,0.5874320866020603
1989-05-16,5.119489699008338,0.6370969959028001,0.601989536102284
1989-05-17,5.1255698575788635,0.6420299274890694,0.6481006008598729
1989-05-18,5.129839574080584,0.6942284274518145,0.6783368154688681
1989-05-19,5.133678541008467,0.6613996279399583,0.6912404953954372
1989-05-22,5.132970939163329,0.6225189516749936,0.7140530539997975
1989-05-23,5.130253667059717,0.6343023644478052,0.7059410181121988
1989-05-24,5.132734900549124,0.64054209541204,0.7004028125942682
1989-05-25,5.136504041683266,0.6655157471951675,0.7162408284306103
1989-05-26,5.141722002203074,0.6042130569894861,0.7250076614891996
1989-05-31,5.144758171305176,0.5203037046785159,0.7137329738569342
1989-06-01,5.149817322826369,0.5131295811003314,0.7158655363006354
1989-06-02,5.155658753928671,0.5733065831674928,0.7285786166132291
1989-06-05,5.149643300838792,0.6796756001499851,0.6881266360473108
1989-06-06,5.148482350153226,0.6148181005849429,0.6682286755620512
1989-06-07,5.152944727649355,0.538587582696932,0.6787591579186557
1989-06-08,5.154620166627333,0.5433501140678927,0.690783567038023
1989-06-09,5.155428010833681,0.5258730003820901,0.6927348488547973
1989-06-12,5.155139639130066,0.5488325142310835,0.7033059643760069
1989-06-13,5.15109261850503,0.5045572351155694,0.6951879057789592
1989-06-14,5.149701370545118,0.4152144606149829,0.6891510718661145
1989-06-15,5.141838972574238,0.4560574968852887,0.6599172613245062
1989-06-16,5.144291661109234,0.5047419621566771,0.6370440333158646
1989-06-19,5.141955929264934,0.6187731630746287,0.6230055448075419
1989-06-20,5.139849060079401,0.6092177522020946,0.6171644603059553
1989-06-21,5.137267945029622,0.6565006202149966,0.6137582511642498
1989-06-22,5.139438832862494,0.7029195725252089,0.6123634672104399
1989-06-23,5.144233365405909,0.6986477232904669,0.6182709013692896
1989-06-26,5.142598812944441,0.7575751277087892,0.6121569099811257
1989-06-27,5.146272761556526,0.7135224560926299,0.6162475754344794
1989-06-28,5.140551813356859,0.5966008079256087,0.7802139948063234
1989-06-29,5.124380602866856,0.5315253334795094,0.7733795592046097
1989-06-30,5.120505614295017,0.4917988071647474,0.7818045170078934
1989-07-03,5.12158022446514,0.5136330348423052,0.8031037246561317
1989-07-06,5.12776626173374,0.4609127817831703,0.7738616639095811
1989-07-07,5.136739192413546,0.42903628914506065,0.7115193654042108
1989-07-10,5.140141963754844,0.4802655123558494,0.6193039512639636
1989-07-11,5.142715591666812,0.5348643641406896,0.61514610782962
1989-07-12,5.1470873746317505,0.6762856671920401,0.6210923955286154
1989-07-13,5.149121053100333,0.5892708410867505,0.6258289070195245
1989-07-14,5.15022331538108,0.5390766567421383,0.6330835269621902
1989-07-17,5.153233821113115,0.5058437982692469,0.6263216429284906
1989-07-18,5.152482021855393,0.5548452560766926,0.6197137342282888
1989-07-19,5.159572385834902,0.6740584608386524,0.6311479798848737
1989-07-20,5.158365434202098,0.5702550322454425,0.7298710067181778
1989-07-21,5.158537945077248,0.5451042311279404,0.7223372360772677
1989-07-24,5.152771249095978,0.6053653617016999,0.7104877634146372
1989-07-25,5.152076945469383,0.617654072420897,0.7361226885813048
1989-07-26,5.155601029147388,0.6799240618761044,0.7301025411039609
1989-07-27,5.160376240912854,0.6228259560152277,0.6151374939395835
1989-07-28,5.159744688641296,0.5998550108550096,0.740437892661583
1989-07-31,5.161924741642482,0.6164071416941517,0.7473776289849559
1989-08-01,5.160318875397422,0.7057779652827153,0.7749731233523308
1989-08-02,5.1612368540006575,0.7184285257509619,0.7973813774132172
1989-08-03,5.166841007240214,0.7062086229901591,0.7676247276508917
1989-08-04,5.166955076192539,0.6822216211420566,0.810305152514702
1989-08-07,5.173830640687112,0.6238611507585066,0.7828343092928125
1989-08-08,5.174227002046689,0.6601920856434809,0.7738048958587695
1989-08-09,5.174623120026631,0.733058898345769,0.7281915213911686
1989-08-10,5.176488644394321,0.5725237637118281,0.7342861023040246
1989-08-11,5.173660748120851,0.42305796573192134,0.7312000475161228
1989-08-14,5.168721092273065,0.5256970580260008,0.7753646898930899
1989-08-15,5.169460786080515,0.617467352006384,0.7986570229318828
1989-08-16,5.169745057984512,0.6363494497650612,0.8313535633730151
1989-08-17,5.168493343963668,0.6637161050574729,0.8003503452287667
1989-08-18,5.170143041700886,0.6258190272497131,0.7985913684474548
1989-08-21,5.162726708746776,0.6580197507849075,0.799135193870207
1989-08-22,5.16181009740655,0.6884426426765508,0.7885717874978397
1989-08-23,5.168607224602028,0.7454605495667912,0.7691647118049239
1989-08-24,5.176206197119993,0.6857972146842679,0.7479453668910878
1989-08-25,5.176714579252455,0.5731989618390632,0.7603141747512956
1989-08-28,5.1766580572413385,0.6213299486078687,0.7831925960905897
1989-08-29,5.175301950163876,0.6807456843065018,0.822999007177986
1989-08-30,5.178632537361109,0.732049909868022,0.8144641835544306
1989-08-31,5.182906497911244,0.6740955081313362,0.8031675871638029
1989-09-01,5.185764417877208,0.6696057787872476,0.7835318213336917
1989-09-06,5.182513648215904,0.6659456614410435,0.8005458973980155
1989-09-07,5.184196326395202,0.6183530075052368,0.7980406466546335
1989-09-08,5.18827928177954,0.6758009626989492,0.7683521604055609
1989-09-11,5.183411400389675,0.5265742117755756,0.8270801580827857
1989-09-12,5.1866592577070465,0.2590762990019445,0.7659943957787212
1989-09-13,5.186323775933478,0.3711614431773649,0.8157305211816135
1989-09-14,5.179308566216081,0.45136296136449466,0.8096293009841701
1989-09-15,5.174396798446014,0.5345350722683895,0.8409172144650474
1989-09-18,5.172640786143516,0.5556272351815634,0.8390478020521579
1989-09-19,5.1724706912922995,0.6185103450364771,0.8378015465405413
1989-09-20,5.171562972059205,0.6582161433907467,0.719948224792944
1989-09-21,5.172867505451669,0.682521182870911,0.7223343990927011
1989-09-22,5.175019167464616,0.7222926614799368,0.7323773401569956
1989-09-25,5.170427206455052,0.4327336945612261,0.8166091621502809
1989-09-26,5.173604139659911,0.11421226422010833,0.8110389492801228
1989-09-27,5.171789935832614,0.2205197662662436,0.8088675926729578
1989-09-28,5.17823791868853,0.33400036217121776,0.8343450356390762
1989-09-29,5.182962667858916,0.4205627461393897,0.7658764084895998
1989-10-02,5.186435644139025,0.45199894570900234,0.7495673959597756
1989-10-03,5.189450684338909,0.49008414204792305,0.7650229145415814
1989-10-04,5.189562203308627,0.5177597598729976,0.8366433200489364
1989-10-05,5.192512297474011,0.6120273924742121,0.711389364701337
1989-10-06,5.1954537141768675,0.7782730608075781,0.7729623355817155
1989-10-09,5.197280815617841,0.6784231197324102,0.7355405475008169
1989-10-10,5.194455750714289,0.594442074815693,0.7223234742207659
1989-10-11,5.191344477903383,0.5682694595444884,0.6547068191658049
1989-10-12,5.1903423180832995,0.4960480765514807,0.6368993143066566
1989-10-13,5.152366289875874,0.9872661490406884,0.5746068529924472
1989-10-16,5.137444133791153,1.1670150422283403,0.5569831500556347
1989-10-17,5.135798437050262,1.1522953792307975,0.5268703247815785
1989-10-18,5.141488109654885,1.0502946640048259,0.5016677930194147
1989-10-19,5.155370360748821,1.0030754233275085,0.5142462293355136
1989-10-20,5.154793324757249,0.970716865893233,0.4865527642266206
1989-10-23,5.14807573868243,0.9486495857132153,0.4772776123715333
1989-10-24,5.134444604988714,0.8367930932944676,0.48759406879948336
1989-10-25,5.137150438728312,0.7745961957696084,0.48276875488830373
1989-10-26,5.1287738076508465,0.5593746541355256,0.5161096870738137
1989-10-27,5.117874019179191,0.5483909166191995,0.5794747620253903
1989-10-30,5.113913687586666,0.6198917876943828,0.61793975992498
1989-10-31,5.120804238035472,0.6334682685846592,0.6017962422648979
1989-11-01,5.1228920200852235,0.5340514046607743,0.6005266030721238
1989-11-02,5.119489699008338,0.4884480335760213,0.5947225418434267
1989-11-03,5.120326415468244,0.557329909891723,0.593559135285598
1989-11-06,5.110601311210201,0.6252714277357108,0.5994772445296402
1989-11-07,5.11072188675516,0.565543054016024,0.5978478834790105
1989-11-08,5.119190682398461,0.47265396588013386,0.605754179672876
1989-11-09,5.118412930108907,0.2905863863271207,0.5963352117681833
1989-11-10,5.121759198771699,0.3628130565850233,0.5940367927034486
1989-11-13,5.1211027726264104,0.593374311260931,0.5882299855864291
1989-11-14,5.119669047823014,0.5683943019505922,0.5873362274598269
1989-11-15,5.121938141052186,0.4209727045208701,0.5938470226471998
1989-11-16,5.121460860111592,0.521332663323629,0.5916438785745846
1989-11-17,5.125510369475787,0.664140682914825,0.5935303414386717
1989-11-20,5.119728793210084,0.7113740766713303,0.6064638719817526
1989-11-21,5.115715741241682,0.6463090283288191,0.6449477947997856
1989-11-22,5.119071032460632,0.606163373107695,0.72817075446361
1989-11-27,5.125153729395222,0.3790437392503223,0.6689904282511712
