,delta_alpha,hurst,ineff_abs,ineff_signed
1989-03-16,0.10861317339898635,0.45217799971479716,0.00519409920926311,-0.00519409920926311
1989-03-17,0.2098154910802612,0.45166829466961955,0.010140740488640252,-0.010140740488640252
1989-03-20,0.1995768711455913,0.44133787684612397,0.011707602993807926,-0.011707602993807926
1989-03-23,0.22855664250622593,0.4381360455856315,0.014139417713106275,-0.014139417713106275
1989-03-29,0.2792287623740328,0.46590173978972077,0.009521214997623997,-0.009521214997623997
1989-03-30,0.2834377800710155,0.47278242983081514,0.00771448766768085,-0.00771448766768085
1989-03-31,0.25947668976580884,0.47762862065342215,0.0058048514583452036,-0.0058048514583452036
1989-04-03,0.1848207074676939,0.4781677029004203,0.004035060595589198,-0.004035060595589198
1989-04-04,0.13659394370544958,0.45775409250261434,0.005770535110483527,-0.005770535110483527
1989-04-05,0.16687111640310442,0.47449561697789144,0.004255944868071637,-0.004255944868071637
1989-04-06,0.21058811574711206,0.4750546190374482,0.0052532007734976596,-0.0052532007734976596
1989-04-07,0.3013287577351336,0.49313596947199967,0.002068329792058373,-0.002068329792058373
1989-04-10,0.34094629058429304,0.4697547220986123,0.010312015308169229,-0.010312015308169229
1989-04-11,0.3325406583751019,0.4751437108575929,0.00826572675617796,-0.00826572675617796
1989-04-12,0.29352530318020553,0.4778768514557313,0.006493703883757199,-0.006493703883757199
1989-04-13,0.31070847775193955,0.49116735545787854,0.002744377540206536,-0.002744377540206536
1989-04-14,0.3133531189096281,0.490681152304545,0.0029200899900146213,-0.0029200899900146213
1989-04-17,0.2945867010932842,0.48754249041904657,0.0036698166512910526,-0.0036698166512910526
1989-04-18,0.25454591817000966,0.4895081645180176,0.0026706538960498964,-0.0026706538960498964
1989-04-19,0.2697023749492318,0.4927342606746252,0.0019595871518156066,-0.0019595871518156066
1989-04-20,0.262840855854025,0.49261847464931385,0.0019401664406825288,-0.0019401664406825288
1989-04-21,0.30637755726690996,0.49429382573566993,0.0017482437324447527,-0.0017482437324447527
1989-04-24,0.29083919550957693,0.4970870967015476,0.000847186451919088,-0.000847186451919088
1989-04-25,0.2593152639259597,0.49656567889065756,0.0008905718848756301,-0.0008905718848756301
1989-04-26,0.2177841130111356,0.4906033213272782,0.002046447329989375,-0.002046447329989375
1989-04-27,0.1891416521686809,0.4917519438765211,0.001560050962374804,-0.001560050962374804
1989-04-28,0.2242096977876295,0.4918407369968244,0.0018293858921117872,-0.0018293858921117872
1989-05-09,0.21018220445764652,0.4894865026538463,0.0022097500487742007,-0.0022097500487742007
1989-05-10,0.16068244254573483,0.4857368150868973,0.0022918433903188146,-0.0022918433903188146
1989-05-11,0.17305759114002828,0.48677062583024294,0.002289443626108268,-0.002289443626108268
1989-05-12,0.13153096287600086,0.48693424155897774,0.0017185517884528933,-0.0017185517884528933
1989-05-17,0.19788572771988644,0.4883637479927099,0.002302648196394596,-0.002302648196394596
1989-05-18,0.238772255397724,0.4909799569439091,0.0021537360242874005,-0.0021537360242874005
1989-05-19,0.2846509446617899,0.4851209716026982,0.004235329488941561,-0.004235329488941561
1989-05-22,0.2959662687043964,0.4840822313367672,0.00471112259735678,-0.00471112259735678
1989-05-23,0.23350629165611914,0.47732030544125087,0.0052958513723069724,-0.0052958513723069724
1989-05-24,0.2035248205730142,0.47729397207969004,0.004621240258406934,-0.004621240258406934
1989-05-31,0.21399356235340966,0.47992826809647665,0.004295221412637546,-0.004295221412637546
