Date,Price,Critical Value
2011-08-31,6.588665092011605,0.9088791626211682
2011-09-30,6.467947100760745,0.8674564398626946
2011-10-31,6.6080815903835,0.9779863884569691
2011-11-30,6.603157584578728,1.237402407001804
2012-01-31,6.675596218979158,1.2382023869686147
2012-02-29,6.698194071651782,1.2152480600546853
2012-04-30,6.7054922112246755,1.1857468300634733
2012-05-31,6.635710316923862,1.1836466769160625
2012-07-31,6.668152009731647,1.2184140959085419
2012-08-31,6.699611204527658,1.2453857545229083
2012-10-31,6.707754335314645,1.2425138590435243
2012-11-30,6.71164304592637,1.2606163795779657
2012-12-31,6.744471322320912,1.2838733982353445
2013-01-31,6.804714323125889,1.2746556815540748
2013-02-28,6.8146636203256135,1.2822350495619095
2013-04-30,6.853784742897724,1.307758071619919
2013-05-31,6.891778349266254,1.2577623613907758
2013-07-31,6.952020946622894,1.2456782187291005
2013-09-30,6.978949761602084,1.2241254377567765
2013-10-31,7.003201835317726,1.2223914464948826
2013-12-31,7.059308314692917,1.2623469696888836
2014-01-31,7.030751374008988,1.2431093698082736
2014-02-28,7.075834247677245,1.229100570832238
2014-03-31,7.067353981969052,1.2519948995643329
2014-04-30,7.02719026972156,1.2925925302590435
2014-06-30,7.084192859872934,1.277618637431411
2014-07-31,7.0211464143828985,1.2116486401289563
2014-09-30,7.004591615172534,1.1735321420076834
2014-10-31,7.067754545093323,1.202506383585467
2014-12-31,7.09398581174145,1.1612251013888133
2015-03-31,7.133112394180118,1.0787613930031554
2015-04-30,7.1067126934293965,1.0243686612257288
2015-06-30,7.134053809050195,1.0255651456945007
2015-07-31,7.121801618831763,1.068133352313632
2015-08-31,7.055700991617265,1.0103293544884493
2015-09-30,7.003692481626775,1.0261047694668517
2015-11-30,7.0885005819334355,0.9782619354743751
2015-12-31,7.035171776502758,0.9679351047427622
2016-02-29,6.941093362206209,1.0285529430711207
2016-03-31,7.015739376404772,1.0281099317154896
2016-05-31,7.051673822069643,0.9817054635955595
2016-06-30,7.049185432549637,0.9855803949129834
2016-08-31,7.1227941028860835,0.9786972016515578
2016-09-30,7.132217979367748,1.0187028457824803
2016-10-31,7.0828759839679565,1.0511432509349976
2016-11-30,7.187158147578773,1.0220680191402667
2017-01-31,7.216577279944877,1.0564273968752926
2017-02-28,7.234667718659063,0.9982230591259259
2017-03-31,7.234119489734666,0.9988480061357125
2017-05-31,7.222719263238404,1.0058251496500419
2017-06-30,7.255139184330343,1.0213447628024346
2017-07-31,7.262025343769597,1.0547686310449038
2017-08-31,7.247991871016521,1.0460122637068512
2017-10-31,7.3149056524305225,1.0740036001844182
2017-11-30,7.3422224095357205,1.0697375925683108
2018-01-31,7.361997840365459,0.9987098482917415
2018-02-28,7.3214860992232085,1.0340157329682735
2018-04-30,7.340757733250181,1.0276955344028023
2018-05-31,7.398547559874312,1.0030493889183878
2018-07-31,7.421057861847419,1.0700868352784445
2018-08-31,7.4620713338226565,1.1411781624632849
2018-10-31,7.320798291561331,1.035805502615842
2018-11-30,7.3351580013465005,1.0306544575669572
2018-12-31,7.206792678921175,1.0164206459757819
2019-01-31,7.312833674957011,1.080969634580712
2019-02-28,7.3623597276417545,1.095379761224688
2019-04-30,7.372249987536194,1.0876509602528446
2019-05-31,7.28994492985425,1.1536383682565317
2019-07-31,7.361762892246557,1.0752297092831353
2019-09-30,7.328680261747074,0.9429253272560963
2019-10-31,7.354010349847545,0.8269570778043166
2019-12-31,7.4196623002489,0.8003419749765214
2020-01-31,7.386508059162209,0.8577767356819765
2020-03-31,7.050209225604525,0.9013583510882819
2020-04-30,7.178286132194247,0.9349307356439309
2020-06-30,7.273349325787749,0.7515098072190853
2020-07-31,7.300087901380604,0.8032437003905362
2020-08-31,7.353645505990846,0.8640964186415538
2020-09-30,7.318333918280394,0.8400939334708779
2020-11-30,7.5064928445664805,1.001326906850574
2020-12-31,7.58825278132928,0.9735504724847411
2021-03-31,7.705496690467804,1.0630079803100536
2021-04-30,7.725969988148068,1.1550844192083272
2021-06-30,7.745240891546446,1.3047047945526797
2021-08-31,7.729194534425237,1.292373232107876
2021-09-30,7.698197085932575,1.2085103407418845
2021-11-30,7.695717022052706,1.3989196746068555
2021-12-31,7.716598901372128,1.374916502046743
2022-01-31,7.6150272095158344,1.2163557680782995
2022-02-28,7.624662973419789,1.2688915613692449
2022-03-31,7.635366629611058,1.24737371710022
2022-05-31,7.5305014751985855,1.219691833102378
2022-06-30,7.443072513812827,1.2942856499513238
2022-08-31,7.5197574752733285,1.2859176396645524
2022-09-30,7.417412202505844,1.2824625421424047
2022-10-31,7.521242170802533,1.3095130140093103
2022-11-30,7.542520921784612,1.2417439940841675
2023-01-31,7.566279928060627,1.223341443315426
2023-02-28,7.548023693291875,1.2210561959737003
2023-03-31,7.496918762561365,1.250595024003378
2023-05-31,7.467171060868576,1.2614796755720274
2023-06-30,7.543659914176044,1.2781512839145952
2023-07-31,7.602491223643216,1.2981092683034456
2023-08-31,7.549440758191158,1.3464440137847014
2023-10-31,7.415945450570958,1.367490405900576
2023-11-30,7.500540551962723,1.3713267239159452
2024-01-31,7.5742196002068365,1.243504825032086
2024-02-29,7.627953307790886,1.2719692806035863
2024-04-30,7.587771643564608,1.1663224584522633
2024-05-31,7.635366629611058,1.193558996610503
2024-07-31,7.720674618011889,1.2919198302810342
2024-09-30,7.709743398311086,0.9558484510996781
2024-10-31,7.694688707089345,0.8955120236360207
