,delta_alpha,hurst,ineff_abs,ineff_signed
1989-03-16,0.1422187404803129,0.46098951591430964,0.005548021912194174,-0.005548021912194174
1989-03-17,0.19336614542592723,0.46935631201463995,0.005925451827363869,-0.005925451827363869
1989-03-20,0.18936988800588894,0.49302680147287054,0.0013205138241253365,-0.0013205138241253365
1989-03-23,0.17065929630225363,0.5058192743729014,0.000993113269469094,0.000993113269469094
1989-03-29,0.23201653162119834,0.4767285839234105,0.005399353244004091,-0.005399353244004091
1989-03-30,0.20811016600304788,0.47232906270277675,0.0057586033543850605,-0.0057586033543850605
1989-03-31,0.15039176175862096,0.4552268970079784,0.00673350583837031,-0.00673350583837031
1989-04-03,0.13105108381353398,0.4516287242436782,0.006339108113309289,-0.006339108113309289
1989-04-04,0.07804199997213346,0.445925940033848,0.0042200477863715774,-0.0042200477863715774
1989-04-05,0.11460590124555836,0.44415750457448827,0.006399879516041742,-0.006399879516041742
1989-04-06,0.08176525192321515,0.44705313801092295,0.00432921350908059,-0.00432921350908059
1989-04-07,0.12272996326063457,0.4457978117285819,0.006652232575197141,-0.006652232575197141
1989-04-10,0.19276505248368347,0.44671789985554994,0.010270926830785796,-0.010270926830785796
1989-04-11,0.24702754303030316,0.446813494729474,0.013138531719346303,-0.013138531719346303
1989-04-12,0.27893508496364433,0.4492946038654158,0.014143513978915483,-0.014143513978915483
1989-04-13,0.23361059579388754,0.4827303733919369,0.00403436776104759,-0.00403436776104759
1989-04-14,0.18520292972491026,0.4713466775086355,0.005306679271753367,-0.005306679271753367
1989-04-17,0.1220830087261402,0.46776209588139245,0.003935700329824437,-0.003935700329824437
1989-04-18,0.12342582207107844,0.45936756535140943,0.005015091649251661,-0.005015091649251661
1989-04-19,0.11530258523797543,0.45077708493916807,0.005675529359463198,-0.005675529359463198
1989-04-20,0.09780687311074066,0.44855205577562035,0.005031962552562363,-0.005031962552562363
1989-04-21,0.17504392396934332,0.44919782390975527,0.00889261224901799,-0.00889261224901799
1989-04-24,0.17493261518393377,0.4493673311220928,0.008857305180554477,-0.008857305180554477
1989-04-25,0.2728109715964355,0.449348467309186,0.013818293846229589,-0.013818293846229589
1989-04-26,0.26669801526404047,0.4516933638886234,0.012883283974986361,-0.012883283974986361
1989-04-27,0.17534508750965383,0.45123468744214423,0.00855075799789284,-0.00855075799789284
1989-04-28,0.15610376432121298,0.45111223591108157,0.007631564003527581,-0.007631564003527581
1989-05-09,0.1326548637694296,0.4514104820372208,0.006445635885974728,-0.006445635885974728
1989-05-10,0.08168717195998254,0.4541522383741316,0.0037451739879126008,-0.0037451739879126008
1989-05-11,0.056325627254713684,0.45605448481910915,0.0024752587075952195,-0.0024752587075952195
1989-05-12,0.036278886960436685,0.4628304813095125,0.0013484687669460351,-0.0013484687669460351
1989-05-17,0.1084719521350469,0.47652464523771726,0.002546417558127579,-0.002546417558127579
