,delta_alpha,hurst,ineff_abs,ineff_signed
1989-03-16,0.1669474775563362,0.47621895424238897,0.003970185602884972,-0.003970185602884972
1989-03-17,0.13428092261838798,0.4767630452049779,0.003120279728717339,-0.003120279728717339
1989-03-20,0.1621064303304377,0.4862970040618544,0.0022213437563652727,-0.0022213437563652727
1989-03-23,0.23615756527227227,0.48997587402742887,0.002367273183664946,-0.002367273183664946
1989-03-29,0.22211826920556743,0.48511734444802684,0.0033057096923869065,-0.0033057096923869065
1989-03-30,0.212648574148268,0.4892529875676892,0.002285336870084601,-0.002285336870084601
1989-03-31,0.17153476548370822,0.49169334690246014,0.0014248797910410187,-0.0014248797910410187
1989-04-03,0.15254507736372758,0.4936009908333899,0.0009761373483717435,-0.0009761373483717435
1989-04-04,0.22342680223196115,0.4966754454066119,0.0007427946016462802,-0.0007427946016462802
1989-04-05,0.263924856595279,0.511776296217034,0.0031080572903042303,0.0031080572903042303
1989-04-06,0.2199590747042972,0.5097046765023848,0.002134631663769101,0.002134631663769101
1989-04-07,0.16473798109997384,0.507460097833405,0.0012289614558834213,0.0012289614558834213
1989-04-10,0.11570461216501249,0.500524838290728,6.0726210878034166e-05,6.0726210878034166e-05
1989-04-11,0.13293658321296498,0.506998890311967,0.0009304085643552139,0.0009304085643552139
1989-04-12,0.13723693902502232,0.5079596678527611,0.0010923604517688113,0.0010923604517688113
1989-04-13,0.14317775303474461,0.49881579446938284,0.00016955188700508173,-0.00016955188700508173
1989-04-14,0.16373347003391775,0.49930704506608753,0.00011345991590661299,-0.00011345991590661299
1989-04-17,0.1554658737303159,0.503351637156195,0.00052106519891485,0.00052106519891485
1989-04-18,0.18835573949758677,0.5073421228325612,0.00138293097560918,0.00138293097560918
1989-04-19,0.17223255297247514,0.5147028705325871,0.002532312927851255,0.002532312927851255
1989-04-20,0.18731118446631018,0.5134484166239641,0.0025190388470311357,0.0025190388470311357
1989-04-21,0.1990749829472404,0.5191378619385045,0.0038098695390544304,0.0038098695390544304
1989-04-24,0.2482018242215464,0.5210179984133811,0.005216705547686768,0.005216705547686768
1989-04-25,0.3188444545939115,0.5149849822765638,0.0047778785010704,0.0047778785010704
1989-04-26,0.28230928032236363,0.5093190762447031,0.0026308617079113597,0.0026308617079113597
1989-04-27,0.27761934038806413,0.5133483526684064,0.0037057608630702388,0.0037057608630702388
1989-04-28,0.24278898587904235,0.5154958980549533,0.0037622333740471433,0.0037622333740471433
1989-05-09,0.20053232501585005,0.5097532188984947,0.0019558356621036652,0.0019558356621036652
1989-05-10,0.20753171458710512,0.5054311844893312,0.001127143029309799,0.001127143029309799
1989-05-11,0.16352275653477288,0.5078828378326316,0.0012890233717085058,0.0012890233717085058
