Index,Δα_orig,Δα_surrogate,orig_mean,orig_std,orig_CI_low,orig_CI_high,sur_mean,sur_std,sur_CI_low,sur_CI_high
S&P 500,0.26395856343329993,0.045651035291905395,0.24848312032746378,0.05299146302126809,0.152581626663601,0.3514348557575073,0.045729955393058686,0.01836855623439164,0.013010402723404932,0.08192519417846066
Russell 2000,0.3965960420984304,0.028454980828216514,0.18959961396618086,0.03123951866154897,0.1287991117744351,0.24926830574340356,0.04365543413989878,0.01918726195992991,0.009897407576603085,0.08341293760393667
