alpha,f_alpha
0.542504904102933,0.9449729602265751
0.5361341942594358,0.9624282637179131
0.529766586321469,0.9767689867703768
0.5237085836299169,0.9873837442139175
0.5179530634914129,0.99459079142143
0.5124943453055153,0.998697096277555
0.5073322400230628,1.0
0.502473531688711,0.9987983311286182
0.49793081717830034,0.9954052526407652
0.49371904632094055,0.9901553863730508
0.48985054189331384,0.9834007223799566
0.48632966071470163,0.9754933951186813
0.482810051452897,0.9657427825917174
