Date,alpha_width
1988-10-19,0.18972721515978996
1988-10-20,0.2965960904376215
1988-10-21,0.4137672591925621
1988-10-24,0.5819479902471083
1988-10-25,0.8020717942347588
1988-10-26,0.8817604429155397
1988-10-27,0.8542345387649681
1988-10-28,0.8573022854447367
1988-10-31,0.7082309401231739
1988-11-01,0.499638500264697
1988-11-02,0.19039369955311258
1988-11-03,0.19520791960300055
1988-11-04,0.25206658247366054
1988-11-07,0.12141628919279412
1988-11-08,0.05769765431007379
1988-11-09,0.07708549195287306
1988-11-10,0.05822486540413374
1988-11-11,0.04612246839198497
1988-11-14,0.03995189688704637
1988-11-15,0.0561117402095368
1988-11-16,0.13110555335813823
1988-11-17,0.1745827739029786
1988-11-18,0.18661239950687936
1988-11-21,0.23360295070949633
1988-11-22,0.18533273157458563
1988-11-23,0.20836251300577402
1988-11-28,0.1929792326075892
1988-11-29,0.18261989071073603
1988-11-30,0.2305368718029861
1988-12-01,0.3561607454378959
1988-12-02,0.539502724558063
1988-12-05,0.6739595126868343
1988-12-06,0.7212922981854146
1988-12-07,0.6782023671131707
1988-12-08,0.6284486148254183
1988-12-09,0.5849930519735791
1988-12-12,0.4811212478565041
1988-12-13,0.35827526816048394
1988-12-14,0.2796532970159342
1988-12-15,0.3169226373620422
1988-12-16,0.46792294745304686
1988-12-19,0.5830391221020337
1988-12-20,0.6307526755325132
1988-12-21,0.6580188263436808
1988-12-22,0.588018363988712
1988-12-23,0.5635479423452794
1988-12-28,0.563586036915924
1988-12-29,0.5578427612783745
1988-12-30,0.5725550426555488
1989-01-04,0.5431160299261104
1989-01-05,0.658096010464027
1989-01-06,0.7391872077113293
1989-01-09,0.728141365396421
1989-01-10,0.6435224307110063
1989-01-11,0.521716188984028
1989-01-12,0.4200544924642269
1989-01-13,0.43011434471822607
1989-01-16,0.4210017902470349
1989-01-17,0.3862602034126239
1989-01-18,0.25175612911620915
1989-01-19,0.26648341080539684
1989-01-20,0.26195230531290425
1989-01-23,0.2323975591809857
1989-01-24,0.3041956061710045
1989-01-25,0.32949506340637225
1989-01-26,0.44269354529852567
1989-01-27,0.4126877301662084
1989-01-30,0.3800042575652234
1989-01-31,0.3327169464776012
1989-02-01,0.25930215453643823
1989-02-02,0.33788442879631386
1989-02-03,0.3707977312196551
1989-02-06,0.3811398749936261
1989-02-07,0.4581768317082271
1989-02-08,0.43533533145907155
1989-02-09,0.45097493081748885
1989-02-10,0.34338147499379756
1989-02-13,0.27042694457577365
1989-02-14,0.26540273687769256
1989-02-15,0.2597766024369479
1989-02-16,0.20914705098646102
1989-02-17,0.2400246587312278
1989-02-22,0.31925684205538785
1989-02-23,0.35585811372879217
1989-02-24,0.41714437414588357
1989-02-27,0.3987964912333428
1989-02-28,0.3396232115393589
1989-03-01,0.30540717266117157
1989-03-02,0.2667888377990111
1989-03-03,0.28685828466284713
1989-03-06,0.2721173166660611
1989-03-07,0.21549284317023254
1989-03-08,0.33320711580575635
1989-03-09,0.45536822016596856
1989-03-10,0.5214901179995488
1989-03-13,0.5753780157794597
1989-03-14,0.5099656666683368
1989-03-15,0.44137806578368055
1989-03-16,0.36685839393281183
1989-03-17,0.3180136293410447
1989-03-20,0.3052388721051926
1989-03-21,0.28396481650691996
1989-03-22,0.27341011872891796
1989-03-23,0.33666325067862823
1989-03-28,0.40605113291142647
1989-03-29,0.3829255108815861
1989-03-30,0.34235334073788337
1989-03-31,0.3320978834886188
